Bucket,Color/Number,Old/New,Species,Date_initial_measure,Length_pre,Width_pre,Height_pre,Weight,Mortality_Date,Date_FinalMeasurement,Length_post,Width_post,Height_post,Weight_post ,live_barnacles,dead_barnacles,polydora_scars,RFTM_Date,RFTM_score,Parasites,
LP3,Y89,NA,IR,6/21/2018,32.29,22.59,13.88,4.12,,,35.33,19.53,15.28,5.91,0,0,0,25-Oct,0,,
HP5,Y73,NA,IR,6/21/2018,36.62,19.3,15.14,4.55,,,36.02,18.66,14.18,5.89,,,,29-Oct,0,,
HP3,W37,NA,IR,6/21/2018,40.13,22.03,14.91,5.21,,,38.96,20.1,14.01,5.87,0,0,0,27-Oct,0,,
HP5,O8,NA,IR,6/21/2018,33.39,23.82,12.37,4.53,,,35.59,20.57,13.51,5.82,0,0,0,29-Oct,0,,
LP3,Y70,NA,IR,6/21/2018,34.19,20.29,12.3,4.19,,,36.83,20.41,21.68,5.81,0,0,0,25-Oct,0,,
LP3,10,,IR,,,,,,,,35.08,19.63,13.88,5.76,0,0,0,,,,
HP5,Y44,NA,IR,6/21/2018,34.66,21.51,14.27,4.94,,,34.36,19.85,14.88,5.75,0,0,0,29-Oct,0,,
LP6,Y57,NA,IR,6/21/2018,27.75,17.6,11.76,2.59,,,35.82,22.04,15.23,5.69,0,0,0,30-Oct,0,,
HP7,Y31,NA,IR,6/21/2018,33.28,21.94,12.79,5.31,10/18/2018,10/18/2018,35.07,20.63,13.04,5.68,0,0,1,30-Oct,0,sperm/nps3,
LP5,14,NA,IR,,,,,,,,35.65,18.86,12.46,5.68,0,0,0,,,,
HP5,12,,IR,,,,,,,,35.1,18.48,14.42,5.67,0,0,0,29-Oct,0,,
LP6,Y56,,IR,,,,,,,,38.38,22.59,13.97,5.63,0,0,0,30-Oct,0,,
LP2,11,Data sht 5,IR,,,,,,,,35.71,18.27,14.16,5.62,,,,27-Oct,0,,
LP3,Y93,NA,IR,6/21/2018,29.01,20.3,11.65,3.04,,,34.91,17.73,13.45,5.62,0,0,0,25-Oct,0,,
LP2,W17/14,NA,IR,6/21/2018,42.17,24.45,15.36,7.1,,,38.53,19.37,13.82,5.61,,,,,,,
HP6,Y45,NA,IR,6/21/2018,31.68,19.74,13.05,4.42,,,32.13,19.23,14.23,5.6,0,0,0,,,,
LP3,G88,OLD,CV,6/13/2018,33.74,25.57,8.39,4.4,,,35.02,25.6,8.66,5.6,0,0,0,25-Oct,0.5,,
HP6,Y10,NA,IR,6/21/2018,29.96,18.38,9.73,2.54,,,37.73,20.5,12.23,5.59,0,0,0,29-Oct,0,,
LP7,15,,IR,,,,,,,,34.12,22.86,13.83,5.58,0,0,1,,,,
LP5,9,NA,IR,,,,,,,,33.48,17.4,13.77,5.57,0,0,0,,,,
HP3,12,,IR,,,,,,,,35.76,19.21,13.4,5.56,0,0,0,27-Oct,0,,
LP1,Y25,NA,IR,6/21/2018,31.62,18.94,13.39,3.25,,15-Oct,35.7,18.7,15,5.54,,,,23-Oct,0,,
LP4,Y60,,IR,,,,,,,,34.73,18.92,13.66,5.53,0,0,0,25-Oct,0,,
HP3,13,,IR,,,,,,,,35.58,17.28,14.82,5.52,0,0,0,27-Oct,0,,
HP4,13,,IR,,,,,,,,33.87,17.96,12.41,5.42,1,0,0,29-Oct,0,,
LP5,W11,NA,IR,6/21/2018,35.2,21.49,13.63,4.02,,,34.51,13.8,13.12,5.41,0,0,0,27-Oct,0,,
HP1,Y82,NA,IR,6/21/2018,28.26,19.54,9.89,2.36,,,37.67,22.19,13.31,5.37,0,0,0,,,,
HP1,13,,IR,,,,,,,,35.35,19.74,14.51,5.37,0,0,0,22-Oct,0,,
LP3,11,,IR,,,,,,,,34.6,18.73,14.89,5.36,0,0,0,,,,
LP3,15,,IR,,,,,,,,36.09,19.3,13.56,5.33,0,0,0,,,,
LP5,10,NA,IR,,,,,,,,33.57,17.35,13.73,5.33,0,0,0,,,,
LP7,10,,IR,,,,,,,,35.31,21.42,14.71,5.32,0,0,0,30-Oct,0,,
LP6,Y39,NA,IR,6/21/2018,32.03,18.39,12.63,3.33,,,34.99,19.77,14.28,5.31,0,0,0,30-Oct,0,,
LP9,15,,IR,,,,,,,,36.33,22.16,12.83,5.31,0,1,0,,,,
HP5,Y1,NA,IR,6/21/2018,31.85,17.73,12.46,3.03,,,36.92,18.57,14.83,5.29,0,0,0,29-Oct,0,,
LP6,11,,IR,,,,,,,,36.16,20.12,13.76,5.29,0,0,0,,,,
LP3,O16,NA,IR,6/21/2018,28.58,20.76,11.07,2.86,,,35.07,21.53,12.83,5.28,0,0,0,25-Oct,0,,
LP7,Y74,NA,IR,6/21/2018,28.56,17.68,11.94,2.57,,,34.63,20.05,14.84,5.27,0,0,0,30-Oct,0,,
LP8,Y76,NA,IR,6/21/2018,27.86,18,12.06,2.94,,,32.63,18.34,14.82,5.22,0,0,0,29-Oct,0,,
HP1,Y84,NA,IR,6/21/2018,32.8,22.76,12.05,3.66,,,34.68,18.78,13.43,5.21,0,0,0,22-Oct,0,,
HP8,13,,IR,,,,,,,10/18/2018,36.3,18.99,13,5.19,0,0,0,29-Oct,0,,
LP7,11,,IR,,,,,,,,34.24,18.98,14.41,5.18,0,0,0,30-Oct,0,,
LP8,12,,IR,,,,,,,,34.69,16.61,19,5.18,0,0,0,,,,
HP4,14,,IR,,,,,,,,32.9,18.61,11.9,5.13,0,0,0,29-Oct,0,,
LP8,11,,IR,,,,,,,,34.99,18.58,13.71,5.12,0,0,0,,,,
HP1,Y64,NA,IR,6/21/2018,28.25,16.74,12.36,2.62,,,35.08,17.95,14.57,5.11,,,,22-Oct,0,,
LP4,Y62,,IR,,,,,,,,31.1,10.31,12.83,5.11,0,0,0,25-Oct,0,,
LP6,Y52,NA,IR,6/21/2018,32.71,16.83,14.76,3.26,,,38.54,22.93,17.12,5.11,0,0,0,30-Oct,0,,
HP5,Y80,NA,IR,6/21/2018,32.33,18.2,12.94,3.09,,,35.03,19.03,14.58,5.09,0,0,0,29-Oct,0,,
HP2,13,IR,,,,,,,,,35.67,19.17,13.07,5.06,0,0,0,,,,
LP5,O19,NA,IR,6/21/2018,32.88,25.24,11.89,4.71,,,32.21,18.89,11.68,5.04,0,0,0,27-Oct,0,,
HP8,Y32,NA,IR,6/21/2018,27,18.36,11.6,2.61,10/18/2018,10/18/2018,32.77,18.88,18.87,5.01,0,0,0,29-Oct,0,,
LP7,O1,NA,IR,6/21/2018,28.53,19.28,10.74,2.9,,,34.48,20.15,14.15,4.99,0,0,1,,,,
HP3,10,,IR,,,,,,,,29.88,19.67,12.9,4.95,0,0,0,27-Oct,0,,
HP5,Y27,NA,IR,6/21/2018,30.48,20.27,11.3,3.05,,,31.6,19.94,12.68,4.94,0,0,0,29-Oct,0,,
LP8,O17,NA,IR,6/21/2018,28.42,18.48,11.14,2.51,,,35.55,18.27,12.58,4.93,0,0,1,29-Oct,0,,
LP9,Y3,NA,IR,6/21/2018,29.58,18.71,11.57,2.97,,,34.37,20.04,12.21,4.89,0,0,0,31-Oct,0,,
HP5,13,,IR,,,,,,,,33.62,19.15,13.63,4.85,0,0,0,29-Oct,,,
LP1,15,Data Sheet 7,IR,,,,,,,,32.52,12.35,12.35,4.8,,,,23-Oct,0,,
LP7,12,,IR,,,,,,,,35.59,20.53,14.05,4.77,0,0,0,30-Oct,0,,
LP2,Y42,NA,IR,,,,,,,,34.55,19.62,11.91,4.75,,,,27-Oct,0,,
LP9,8,,IR,,,,,,,,32.88,21.73,13.2,4.73,,,,,,,
LP3,Y20,NA,IR,6/21/2018,30.95,19.14,13.02,2.71,,,33.14,19.1,12.91,4.66,0,0,0,25-Oct,0,,
LP3,12,,IR,,,,,,,,33.84,18.35,12.49,4.63,0,0,0,,,,
HP9,Y54,NA,IR,6/21/2018,33.11,20.1,13,3.66,,10/19/2018,33.28,18.5,12.86,4.6,0,0,0,30-Oct,0,,
HP7,Y92,NA,IR,6/21/2018,28.33,19.96,10.68,2.9,10/18/2018,10/18/2018,32.57,17.32,12.53,4.59,0,0,0,30-Oct,0,eggs/nps 3,
LP7,Y94,,IR,,,,,,,,32.76,18.44,14.03,4.57,0,0,0,30-Oct,0,,
LP8,Y87,NA,IR,6/21/2018,29.94,19.51,12.53,3.06,,,33.08,17.77,13.15,4.56,0,0,0,29-Oct,0,,
HP1,12,,IR,,,,,,,,32.31,19.41,14.42,4.55,0,0,0,22-Oct,0,,
LP4,13,,IR,,,,,,,,31.69,18.28,12.71,4.55,1,0,0,25-Oct,0,,
HP6,Y8,NA,IR,6/21/2018,28.14,18.58,10.24,2.49,,,31.77,19.54,11.5,4.52,0,0,0,29-Oct,0,,
HP1,15,,IR,,,,,,,,31.29,18.86,13.7,4.48,0,0,0,22-Oct,0,,
LP5,11,NA,IR,,,,,,,,33.18,16.46,11.69,4.44,0,0,0,,,,
HP9,15,NA,IR,,,,,,,10/19/2018,31.07,18.23,12.74,4.42,0,0,0,,,,
HP8,14,,IR,,,,,,,10/18/2018,31.79,18.28,13.95,4.41,0,0,0,29-Oct,0,,
LP9,12,,IR,,,,,,,,32.69,18.45,12.17,4.4,0,0,0,,,,
LP7,14,,IR,,,,,,,,33.34,19.3,13.8,4.36,0,0,0,30-Oct,0,,
LP8,Y43,NA,IR,6/21/2018,28.65,16.43,11.17,2.26,,,33.81,16.6,12.35,4.35,0,0,0,29-Oct,0,,
HP7,13,,IR,,,,,,10/18/2018,10/18/2018,31.12,17.11,12.98,4.33,0,0,0,30-Oct,0,sperm/nps,
LP2,13,Data sht 5,IR,,,,,,,,31.59,17.38,12.3,4.33,,,,27-Oct,0,,
HP5,Y5,NA,IR,6/21/2018,29.29,18.61,12.84,3.09,,,30.09,18.09,13.05,4.3,0,0,1,29-Oct,0,,
HP5,Y38,NA,IR,6/21/2018,30.07,19.32,11.2,3.09,,,31.4,18.45,11.44,4.3,0,0,0,29-Oct,0,,
HP7,Y90,NA,IR,6/21/2018,33.23,21.55,12.4,3.57,10/18/2018,10/18/2018,33.19,17.56,12.55,4.26,0,0,0,30-Oct,0,sperm/nps 3,
HP9,13,NA,IR,,,,,,,10/19/2018,30.64,17.95,11.54,4.25,0,1,0,,,,
HP1,Y75,NA,IR,6/21/2018,29.81,17.91,11.34,2.84,,,32.74,18.33,12.8,4.24,,,,22-Oct,0,,
LP2,15,Data sht 5,IR,,,,,,,,32.34,17.34,11.91,4.21,,,,27-Oct,0,,
LP7,O5,NA,IR,6/21/2018,23.17,18.58,10.21,2.24,,,28.48,20.23,13.35,4.2,0,0,0,30-Oct,0,,
LP3,14,,IR,,,,,,,,31.88,17.05,13.74,4.16,0,0,0,,,,
LP8,15,,IR,,,,,,,,31.54,17.73,11.34,4.05,0,0,,,,,
LP8,10,,IR,,,,,,,,32.75,16.74,12.78,4.02,0,0,0,,,,
HP7,Y15,NA,IR,6/21/2018,27.19,16.88,11.06,2.28,10/18/2018,10/18/2018,30.83,17.21,12.81,4.01,0,0,0,30-Oct,0,sperm/nps 3,
HP9,Y41,NA,IR,6/21/2018,28.58,17.97,11.86,2.96,,10/19/2018,29.58,17.33,12.72,3.95,0,0,0,30-Oct,0,,
LP9,Y68,NA,IR,6/21/2018,34.01,18.71,11.29,3.07,,,33.75,21.02,10.16,3.94,1,0,0,31-Oct,0,,
HP2,15,IR,,,,,,,,,31.33,18.52,11.17,3.93,0,0,0,,,,
LP9,O4,NA,IR,6/21/2018,29.31,20.28,10.55,2.79,,,32.53,20.03,12.18,3.93,0,0,0,,,,
LP4,Y50,,IR,,,,,,,,30,18.24,11.26,3.88,0,0,0,25-Oct,0,,
LP8,Y58,NA,IR,6/21/2018,32.81,17.58,12.48,3.18,,,32.84,16.81,11.34,3.78,0,0,0,29-Oct,0,,
HP5,14,,IR,,,,,,,,31.95,16.04,12.18,3.72,0,1,0,,0,,
HP7,15,,IR,,,,,,10/18/2018,10/18/2018,29.94,17.82,12.17,3.72,0,0,0,30-Oct,0,sperm/nps,
LP6,O69,OLD,CV,6/12/2018,28.66,21.42,8.57,3.29,,,30.26,25.32,8.25,3.71,0,0,0,,,,
HP2,14,IR,,,,,,,,,30.13,16.47,12.27,3.62,0,0,0,,,,
LM5,Y92,NEW,CV,6/19/2018,31.75,21.01,12.52,3.25,,10/17/2018,35.17,20.4,7.1,3.52,1,0,0,29-Oct,0,,
LP7,13,,IR,,,,,,,,29.35,17.66,12.38,3.5,0,0,0,30-Oct,0,,
LP8,Y97,NA,IR,6/21/2018,26.58,18.5,10.2,2.19,,,30.07,16.81,10.08,3.46,0,0,0,29-Oct,0,,
LP4,14,,IR,,,,,,,,29.33,16.63,12.78,3.44,0,0,0,25-Oct,0,,
HP7,O2,NA,IR,6/21/2018,28.55,18.77,11.11,2.55,10/18/2018,10/18/2018,29.63,15.37,11.3,3.42,,,,,,,
LP9,10,,IR,,,,,,,,29.29,16.45,12.79,3.38,0,0,0,,,,
LP7,Y88,,IR,,,,,,,,31.36,17.72,11.61,3.34,0,0,0,30-Oct,0,,
HP9,W95,NA,IR,6/21/2018,29.15,16.67,11.47,2.49,,10/19/2018,30,14.88,11.7,3.29,0,0,0,30-Oct,0,,
LP9,13,,IR,,,,,,,,30.73,16.75,12.96,3.27,0,0,0,,,,
LP9,14,,IR,,,,,,,,30.65,17.54,10.77,3.25,0,0,0,,,,
LP3,Y98,NA,IR,6/21/2018,24.63,18.89,9.43,2.36,,,27.88,17.17,10.29,3.21,0,0,0,25-Oct,0,,
LP1,11,Data Sheet 4,IR,,,,,,,,28.65,15.91,11.9,3.18,,,,23-Oct,0,,
LP1,13,Data Sheet 6,IR,,,,,,,,30.92,16.65,11.07,3.18,,,,23-Oct,0,,
HP8,11,,IR,,,,,,,10/18/2018,29.83,16.37,10.7,3.16,0,0,0,29-Oct,0,,
LP6,Y23,NA,IR,6/21/2018,40.26,19.65,14.32,4.85,,,30.13,17.27,13.07,3.16,0,0,0,30-Oct,0,,
LP6,Y46,NA,IR,6/21/2018,29.61,17.44,12.77,2.54,,,30.13,17.27,13.07,3.16,0,0,0,30-Oct,0,,
HP5,15,,IR,,,,,,,,31.72,16.46,11.64,3.15,0,0,0,29-Oct,0,,
LP1,12,Data Sheet 5,IR,,,,,,,,27.76,15.99,10.29,2.95,,,,23-Oct,0,,
HP2,12,IR,,,,,,,,,26.59,16.56,11.77,2.9,0,0,0,,,,
,,,,,,,,,,,27.91,15.38,11.22,2.89,0,0,0,,,,
,15,,IR,,,,,,,,26.31,14.15,9.3,2.69,0,0,0,,,,
HP3,W40,NA,IR,6/21/2018,38.24,22.52,13.01,5.64,,,38.37,21.34,13.91,2.49,0,0,0,27-Oct,0,,
HP4,,2,MB,,,,,,,,25.52,18.19,8.91,2.03,0,0,0,29-Oct,4,,
LP3,2,,MB,,,,,,,,22.15,15.43,10.6,1.98,0,0,0,25-Oct,0,,
LP3,1,,MB,,,,,,,,21.79,16.83,10.02,1.93,0,0,0,25-Oct,0,,
LP4,1,,MB,,,,,,,,23.35,18.15,8.53,1.86,0,0,0,25-Oct,3,,
HP4,O25,NA,MB,6/21/2018,17.4,23.68,8.5,1.53,,,23,17.04,7.83,1.53,0,0,0,29-Oct,3,,
HP6,2,,MB,,,,,,,,21.31,16.84,8.22,1.45,,,,30-Oct,0,,
HP8,2,,MB,,,,,,,10/18/2018,21.54,16.12,7.59,1.37,0,0,0,29-Oct,1,,
HP9,1,,MB,,,,,,,10/19/2018,21.84,16.25,7.27,1.23,0,0,0,30-Oct,4,,
HP8,3,,MB,,,,,,,10/18/2018,21.78,15.3,6.91,1.09,0,0,0,29-Oct,0,,
HP6,1,,MB,,,,,,,,20.29,14.76,7.29,1.04,,,,30-Oct,2,,
HP2,1,,MB,,,,,,,,20.26,15.25,6.77,0.96,0,0,0,25-Oct,5,,
LP3,3,,MB,,,,,,,,16.46,14.34,7.73,0.94,0,0,0,25-Oct,0,,
LP5,1,,MB,,,,,,,,19.15,15.34,5.37,0.68,0,0,0,27-Oct,4,,
HP4,,4,MM,,,,,,,,17.65,11.08,5.83,0.66,0,0,0,29-Oct,0,,
HP4,,3,MB,,,,,,,,15.48,11.53,5.27,0.48,0,0,0,29-Oct,3,,
LP5,2,,MB,,,,,,,,15.07,11.1,5.68,0.48,0,0,0,27-Oct,3,,
LP7,1,,MB,,,,,,,,15.52,11.4,5.73,0.47,0,0,0,30-Oct,5,,
HP6,4,,MM,,,,,,,,16.02,10.27,5.08,0.45,,,,30-Oct,0,,
HP9,2,,MM,,,,,,,10/19/2018,17.46,11.29,5.23,0.45,0,0,0,30-Oct,0,,
LP7,4,,MM,,,,,,,,16.28,10.16,4.88,0.44,0,0,0,30-Oct,3,,
LM5,1,,MM,,,,,,,10/17/2018,13.92,10.15,5.31,0.429,0,0,0,29-Oct,0,,
HM5,5,,MM,,,,,,,,13.89,9.52,4.87,0.41,0,0,0,30-Oct,0,,
HP6,3,,MB,,,,,,,,15,11.28,5.23,0.4,,,,30-Oct,0,,
HM5,1,,MM,,,,,,,,12.88,9.59,5.83,0.39,0,0,0,30-Oct,0,,
HP9,3,,MM,,,,,,,10/19/2018,15.16,11.89,4.9,0.39,0,0,0,30-Oct,0,,
LP7,5,,MB,,,,,,,,14.11,9.21,5.06,0.39,0,0,0,30-Oct,0,,
HP5,1,,MB,,,,,,,,13.59,11.32,4.66,0.38,0,0,0,29-Oct,1,,
HP8,1,,MB,,,,,,,10/18/2018,14.53,11.12,4.66,0.36,0,0,0,29-Oct,0,,
LP9,3,,MM,,,,,,,,14.07,9.3,4.71,0.36,0,0,0,31-Oct,0,,
HM5,4,,MM,,,,,,,,12.83,9.57,4.77,0.35,0,0,0,30-Oct,0,,
HP5,4,,MM,,,,,,,,14.07,9.51,4.72,0.35,0,0,0,29-Oct,0,,
LM5,4,,MM,,,,,,,10/17/2018,13.85,8.75,4.76,0.35,0,0,0,29-Oct,0,,
LM6,5,,MM,,,,,,,10/18/2018,14.88,8.98,4.74,0.35,0,0,0,1-Nov,0,,
LP2,MM2,Data sht 5,MM,,,,,,,,15.4,9.93,4.19,0.35,,,,27-Oct,0,,
LM7,3,,MM,,,,,,,10/19/2018,14.37,9.28,4.69,0.34,0,0,0,1-Nov,0,,
LP2,MM1,MM,MM,,,,,,,,14.74,9.53,4.38,0.34,,,,27-Oct,0,,
LP7,2,,MB,,,,,,,,13.18,10.49,5.54,0.34,0,0,0,30-Oct,2,,
HM5,3,,MM,,,,,,,,13.15,9.23,5.04,0.31,0,0,0,30-Oct,0,,
LM10,3,,MM,,,,,,,,13.61,9.26,4.79,0.31,0,0,0,,,,
LP9,5,,MM,,,,,,,,14.2,9.21,4.42,0.31,0,0,0,31-Oct,0,,
LM8,1,,MM,,,,,,,,14.97,9.51,3.04,0.29,0,0,0,,,,
LM9,1,,MM,,,,,,,,13.11,8.78,3.91,0.29,0,0,0,1-Nov,0,,
LP9,1,,MM,,,,,,,,13.56,9.6,4,0.29,0,0,0,31-Oct,0,,
LM3,1,,MM,,,,,,,10/18/2018,13.95,9.71,4.55,0.28,0,0,0,29-Oct,0,,
HM9,1,,MM,,,,,,,,12.94,8.1,4.26,0.27,0,0,0,31-Oct,0,,
LM5,2,,MM,,,,,,,10/17/2018,13.65,9.23,4.52,0.27,0,0,0,29-Oct,0,,
LP2,MB1,Data sht 5,MB,,,,,,,,13.57,10.27,4.74,0.27,,,,27-Oct,0,,
LP5,3,,MM,,,,,,,,12.53,8.68,4.2,0.27,0,0,0,27-Oct,0,,
HM5,2,,MM,,,,,,,,12.8,8.76,4.53,0.26,0,0,0,30-Oct,0,,
LP9,4,,MM,,,,,,,,13.33,8.38,3.78,0.26,0,0,0,31-Oct,0,,
HM9,2,,MM,,,,,,,,12.85,8.24,4.32,0.25,0,0,0,31-Oct,0,,
HM9,3,,MM,,,,,,,,12.89,9.02,4.21,0.25,0,0,0,31-Oct,0,,
LM9,2,,MM,,,,,,,10/18/2018,13.37,8.23,4.4,0.25,0,0,0,1-Nov,0,,
LM6,4,,MM,,,,,,,10/18/2018,13.33,8.74,4.52,0.25,0,0,0,1-Nov,0,,
LM7,1,,MM,,,,,,,10/19/2018,12.6,8.09,4.21,0.25,0,0,0,1-Nov,0,,
LM8,3,,MM,,,,,,,10/17/2018,13.36,8.25,3.26,0.25,0,0,0,27-Oct,0,,
HM7,1,,MM,,,,,,,,14.02,9.02,4.1,0.24,0,0,0,30-Oct,0,,
LP2,MM3,Data sht 5,MM,,,,,,,,13.58,8.61,3.95,0.24,,,,27-Oct,0,,
HM9,5,,MM,,,,,,,,11.93,7.91,4.28,0.23,0,0,0,31-Oct,0,,
LP8,3,,MM,,,,,,,,13.29,8.75,4.33,0.23,0,0,0,29-Oct,0,,
LP9,2,,MM,,,,,,,,12.42,7.91,3.71,0.23,0,0,0,31-Oct,0,,
LM7,2,,MM,,,,,,,10/19/2018,12.2,7.85,4.5,0.22,0,0,0,1-Nov,0,,
LM8,1,,MM,,,,,,,10/17/2018,12.63,7.86,3.77,0.22,0,0,0,27-Oct,0,,
LP7,3,,MM,,,,,,,,12.59,9.52,3.67,0.22,0,0,0,30-Oct,2,,
HP5,2,,MM,,,,,,,,13.01,8.39,4.02,0.21,0,0,0,29-Oct,0,,
LM5,3,,MM,,,,,,,10/17/2018,12.93,9.3,4.21,0.21,0,0,0,29-Oct,0,,
LM8,2,,MM,,,,,,,10/17/2018,10.94,7.94,3.92,0.21,0,0,0,27-Oct,0,,
LP8,4,,MM,,,,,,,,13.68,9.38,4.12,0.21,0,0,0,29-Oct,0,,
LM7,5,,MM,,,,,,,10/19/2018,11.85,8.03,3.79,0.2,0,0,0,1-Nov,0,,
LP3,5,,MM,,,,,,,,13.13,8.52,4.02,0.2,0,0,0,25-Oct,0,,
LP8,2,,MM,,,,,,,,13.13,8.69,4.45,0.2,0,0,0,29-Oct,0,,
LM7,4,,MM,,,,,,,10/19/2018,11.7,7.71,3.77,0.19,0,0,0,1-Nov,0,,
LM8,4,,MM,,,,,,,10/17/2018,12.38,7.86,3.57,0.19,0,0,0,27-Oct,0,,
HM9,4,,MM,,,,,,,,12.29,7.41,3.56,0.18,0,0,0,31-Oct,0,,
LM5,5,,MM,,,,,,,10/17/2018,11.02,7.99,3.42,0.17,0,0,0,29-Oct,0,,
LP8,5,,MM,,,,,,,,12.4,8.34,3.86,0.17,0,0,0,29-Oct,0,,
LP3,4,,MM,,,,,,,,11.93,8.24,3.72,0.16,0,0,0,25-Oct,0,,
LP8,1,,MM,,,,,,,,12.94,8.49,3.52,0.15,0,0,0,29-Oct,0,,
HM1,W78,OLD,CV,6/19/2018,31.19,22.11,8.79,3.23,,,,,,,,,,,,,
HM1,W95,OLD,CV,6/19/2018,44.55,33.16,19.76,7.62,,,,,,,,,,,,,
HM1,G31,NEW,CV,6/20/2018,33.03,21.95,12.2,3.32,,,,,,,,,,,,,
HM2,W22,OLD,CV,6/19/2018,34.57,22.03,10.76,3.82,,,,,,,,,,,,,
HM2,W32,OLD,CV,6/19/2018,46.04,33.07,14,7.36,,,,,,,,,,,,,
HM2,W57,OLD,CV,6/19/2018,46.45,33.46,17.04,8.95,,,,,,,,,,,,,
HM2,O37,NEW,CV,6/19/2018,34.98,22.77,13.55,3.91,,,,,,,,,,,,,
HM2,G65,NEW,CV,6/20/2018,29.85,29.09,12.51,3.33,,,,,,,,,,,,,
HM2,G90,NEW,CV,6/20/2018,27.22,19.99,11.35,2,,,,,,,,,,,,,
HM3,O9,NEW,CV,6/19/2018,35.56,24.49,9.83,4.62,,10/16/2018,,,,,,,,,,,
HM3,O72,NEW,CV,6/19/2018,40.72,21.15,11.51,4.85,,10/16/2018,,,,,,,,,,,
HM3,O82,NEW,CV,6/19/2018,41.92,24.02,14.53,5.33,,10/16/2018,,,,,,,,,,,
HM3,MM1,,MM,,,,,,,10/16/2018,,,,,,,,,,,
HM4,O78,NEW,CV,6/19/2018,34.88,19.85,14.12,2.76,,,,,,,,,,,,,
HM4,Y44,NEW,CV,6/19/2018,27.32,20.28,10.03,2,,,,,,,,,,25-Oct,0,,
HM4,G69,NEW,CV,6/20/2018,,,,,Dead,,,,,,,,,,,,
HM5,O36,NEW,CV,6/19/2018,30.71,25.09,12.78,3.54,,,,,,,,,,,,,
HM5,G49,NEW,CV,6/20/2018,59.57,31.31,14.7,12.18,,,,,,,,,,30-Oct,0,,
HM6,O25,NEW,CV,6/19/2018,46.91,33.45,14.33,8.8,,,,,,,,,,1-Nov,0,,
HM6,O29,NEW,CV,6/19/2018,35.1,30.04,11.65,4.59,,,,,,,,,,1-Nov,0,,
HM6,G42,NEW,CV,6/20/2018,32.3,27.73,11.53,4.84,,,,,,,,,,1-Nov,0,,
HM6,G57,NEW,CV,6/20/2018,42.08,28.69,10.78,36.05,,,,,,,,,,1-Nov,0,,
HM6,G59,NEW,CV,6/20/2018,29.58,24.02,11.08,3.49,,,,,,,,,,1-Nov,0,,
HM6,G87,NEW,CV,6/20/2018,52.62,29.57,12.76,8.29,,,,,,,,,,1-Nov,0,,
HM6,1,,MM,,,,,,,,,,,,,,,1-Nov,0,,
HM6,2,,MM,,,,,,,,,,,,,,,1-Nov,0,,
HM6,3,,MM,,,,,,,,,,,,,,,1-Nov,0,,
HM6,4,,MM,,,,,,,,,,,,,,,1-Nov,0.5,,
HM6,5,,MM,,,,,,,,,,,,,,,1-Nov,0,,
HM8,O62,NEW,CV,6/19/2018,32.54,24.12,10.17,3.42,,,,,,,,,,,,,
HP1,Y69,NA,IR,6/21/2018,30.93,21,12.64,3.69,,,,,,,,,,,,,
HP1,O10,NA,IR,6/21/2018,33.88,23.18,14.61,4.02,,,,,,,,,,,,,
HP1,1,,MB,,,,,,,,,,,,,,,22-Oct,0,,
HP1,O24,NA,MB,6/21/2018,25.61,32.37,12.28,4.74,,,,,,,,,,,,,
HP1,O32,NA,MB,6/21/2018,23.72,29.76,10.94,3.72,,,,,,,,,,,,,
HP1,O45,NA,MB,6/21/2018,23.69,32.71,12.11,4.43,,,,,,,,,,,,,
HP1,O98,NA,MB,6/21/2018,23.62,31.37,10.36,3.89,,,,,,,,,,,,,
HP1,W99,OLD,CV,6/19/2018,25.97,24.01,11.17,2.56,,,,,,,,,,,,,
HP1,O56,NA,MB,6/21/2018,18.12,24.55,7.32,1.67,,,,,,,,,,,,,
HP2,W3,OLD,CV,6/19/2018,39.58,22.51,11.14,4.34,,,,,,,,,,,,,
HP2,W53,NA,IR,6/21/2018,40.36,22.85,15.38,7.27,,,,,,,,,,,,,
HP2,O34,NA,MB,6/21/2018,17.6,23.09,8.01,1.42,,,,,,,,,,,,,
HP2,O75,NA,MB,6/21/2018,17.66,23.1,8.62,1.71,,,,,,,,,,,,,
HP2,O78,NA,MB,6/21/2018,15.99,20.88,7.06,1.17,,,,,,,,,,,,,
HP2,W64,NA,IR,6/21/2018,41.79,27.96,18.03,10.69,,,,,,,,,,,,,
HP3,B61,OLD,CV,6/15/2018,46.46,28.78,11.88,9.9,,,,,,,,,,,,,
HP3,G16,NEW,CV,6/20/2018,37.63,36.38,10.8,7.04,,,,,,,,,,,,,
HP3,G48,NEW,CV,6/20/2018,38.85,19.05,9.98,3.07,,,,,,,,,,,,,
HP3,B30,NEW,CV,6/20/2018,36.37,26.3,15.45,6.34,,,,,,,,,,27-Oct,0,,
HP3,W27,NA,IR,6/21/2018,42.13,25.31,17.77,8.54,,,,,,,,,,,,,
HP3,W33,NA,IR,6/21/2018,38.53,22.91,13.73,5.58,,,,,,,,,,,,,
HP3,W88,NA,IR,6/21/2018,49.22,28.84,18.75,12.02,,,,,,,,,,27-Oct,0,,
HP3,O20,NA,MB,6/21/2018,24.73,32.92,12.44,4.97,,,,,,,,,,,,,
HP3,O61,NA,MB,6/21/2018,15.29,20.62,7.48,1.03,,,,,,,,,,,,,
