Date_pre,Date_post,Site,Treatment,Color,Number,Species,Length_pre,Width_pre,Height_pre,Weight_pre,Notes_pre,POST_DEAD_ALIVE,Length_post,Width_post,Height_post,Weight_post,Genetics_Weight,Dry_Weight_plate,Dry_weight_final,Dry_weight_shell,RFTM_date,RFTM_score,peacrabs,Notes_post,LiveMM
5/30/17,,SW,LH,R,7,CV,18.4,16,5.4,0.73,,,48.69,53.26,21.85,26.48,G,,,,9/24-9/30,0,,,1
5/30/17,,SW,LH,R,9,MM,19,16.1,9.9,1.8,,,9.36,16.63,10.56,2.38,G,,,,9/24-9/30,0,,,1
5/29/17,,SW,LH,R,12,GD,110.1,42.9,34.1,87.14,,,109.87,42.01,DEAD,,,,,,,,,,1
5/29/17,,SW,LH,R,15,GD,106,43.5,33.4,78.57,,,106.24,45.24,33.33,69.83,W,1.2703,2.7073,31.8088,,,,,1
5/30/17,,SW,LH,R,17,MM,19.3,16.7,9.9,1.92,,PREDATION,,,,,,,,,,,,,1
5/30/17,,SW,LH,R,18,CV,21.3,15.7,5,0.85,,,51.05,55.19,18.18,26.77,G,,,,9/24-9/30,0,,,1
5/30/17,,SW,LH,Y,1,CV,23.1,15.4,8,0.93,,,53.52,41.69,18.52,20.59,G,,,,9/25-9/30,0.5,,,0
5/30/17,,SW,LH,Y,3,MM,20,17.1,10.3,2.13,,PREDATION,,,,,,,,,,,,,0
5/29/17,,SW,LH,Y,5,GD,98.8,45.15,28.8,64.8,,,100.39,46.28,29.67,66.15,G,,,,9/25-9/30,0,,,0
5/29/17,,SW,LH,Y,9,GD,106.35,41,32.8,85.2,,,107.12,45.04,DEAD,,,,,,,,,,0
5/30/17,,SW,LH,Y,11,CV,15.7,13.8,4.8,0.53,,,55.14,45.92,22.03,21.56,W,1.2954,1.8751,14.2893,,,,,0
5/30/17,,SW,LH,Y,12,MM,18.2,16.7,9.2,1.67,,PREDATION,,,,,,,,,,,,,0
5/30/17,,SW,LH,Y,13,CV,22.4,16.2,6.8,1.05,,,59.98,46.51,21.94,27.94,G,,,,9/25-9/30,4,,,0
5/29/17,,SW,LH,Y,14,GD,105.4,39.2,30,70.88,,,106.92,39.08,33.1,63.51,W,1.2969,2.4899,32.7881,,,,,0
5/30/17,,SW,LH,Y,18,MM,22,19.25,11.3,2.95,,MISSING,,,,,,,,,,,,,0
5/30/17,,SW,LL,B,1,CV,22,15.6,7.3,1.37,,,61.91,47.13,23.52,33.33,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,LL,B,2,CV,22.4,18,6.2,1.16,,,48.27,42.5,18.55,20.51,W,1.2957,1.8064,13.998,,,,,0
5/30/17,,SW,LL,B,4,CV,18.9,18,4.5,0.61,,,43.4,29.32,19.46,14.12,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,LL,B,8,CV,22.4,17.5,5.45,1.06,,,55.84,48.04,21.06,28.24,W,1.264,1.9706,18.131,,,,,0
5/30/17,,SW,LL,B,10,CV,21.6,18.3,7.6,1.39,,,51.37,39.35,19,16.89,G,,,,9/25-9/30,3,,,0
5/30/17,,SW,LL,B,11,CV,22.9,24,7.05,1.24,,,59.62,44.34,22.17,24.89,W,1.2516,1.6936,16.4395,,,,,0
5/30/17,,SW,LL,B,16,CV,20.4,18.2,7,0.98,,,49.16,36.99,18.97,16.14,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,LL,B,17,CV,18,17.6,5.1,0.94,,,46.07,47.77,15.89,18.83,W,1.2873,1.6773,14.6406,,,,,0
5/30/17,,SW,LL,B,18,CV,22.6,16.85,6.3,1.12,,,50.43,41.78,19.97,21.48,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,LL,P,1,CV,20.1,16.5,6.5,0.83,,,47.32,43.65,17.46,20.3,G,,,,9/24-9/30,1,,,0
5/30/17,,SW,LL,P,3,CV,19.3,12.6,5.7,0.51,,,41.32,32.88,13.51,8.76,W,1.2718,0.4771,5.6995,,,,,0
5/30/17,,SW,LL,P,4,CV,20.4,15.6,5.8,0.83,,,49.38,49.91,19.13,22.81,G,,,,9/24-9/30,0,,,0
5/30/17,,SW,LL,P,7,CV,19.7,17.8,6.1,0.93,,,47.16,47.91,16.97,16.98,G,,,,9/24-9/30,1,,,0
5/30/17,,SW,LL,P,10,CV,9.6,14.4,7.8,0.86,,,43.08,38.69,15.63,15.88,W,1.2671,1.5384,12.3073,,,,,0
5/30/17,,SW,LL,P,11,CV,19.2,16.7,5.1,0.85,,,49.49,43.3,20.29,24.79,G,,,,9/24-9/29,1,,,0
5/30/17,,SW,LL,P,15,CV,20.6,16.6,5.6,1.02,,,41.58,44.27,18.87,17.71,G,,,,9/24-9/29,1,,,0
5/30/17,,SW,LL,P,16,CV,18,15.9,5.8,0.83,,,43.46,49.68,17.65,22.5,W,1.2844,1.7996,16.4528,,,,,0
5/30/17,,SW,LL,P,18,CV,19.8,16.5,6.4,0.93,,,49.11,42.69,24.08,28.87,W,1.1375,1.7776,21.2339,,,,,0
5/30/17,,SW,LL,R,3,CV,19.3,17.8,6.2,0.88,,,37.53,42.85,16.02,14.43,G,,,,9/23-9/29,0,,,0
5/30/17,,SW,LL,R,4,CV,17.6,17.9,6.8,0.91,,,54.56,42.59,18.24,24.1,G,,,,9/23-9/29,0.5,,,0
5/30/17,,SW,LL,R,5,CV,19.2,17.7,6.3,0.99,,,58.96,48.53,18.51,26.49,G,,,,9/23-9/29,0,,,0
5/30/17,,SW,LL,R,7,CV,18.1,13.5,6.2,0.61,,,59.93,41.92,20.86,31.31,W,1.276,1.8019,22.0332,,,,,0
5/30/17,,SW,LL,R,10,CV,20.3,16.5,6.3,0.71,,,42.09,36.03,17.26,14.58,W,1.2596,1.504,10.4207,,,,,0
5/30/17,,SW,LL,R,11,CV,20.3,17.9,5.9,1.06,,,54.96,36.1,20.22,25.98,G,,,,9/23-9/29,0,1,,0
5/30/17,,SW,LL,R,14,CV,18.8,16.5,4.4,0.73,,,48.22,41.7,17.91,19.49,G,,,,9/23-9/29,0.5,,,0
5/30/17,,SW,LL,R,16,CV,19.4,13.9,7,0.76,,,45.36,41.17,17.2,17.65,W,1.2891,1.5682,12.2316,,,,,0
5/30/17,,SW,LL,R,18,CV,19,15.2,5.9,0.66,,,55.36,37.48,28.99,23.9,W,1.14,1.4852,17.0697,,,,,0
5/30/17,,SW,LL,Y,2,CV,20.6,16.8,6.4,0.9,,,52.26,69.48,23.82,40.2,G,,,,,,,,0
5/30/17,,SW,LL,Y,3,CV,27.8,17.4,8.6,1.57,,,73.18,50.24,23.35,41.95,W,1.2809,2.1127,26.898,,,,,0
5/30/17,,SW,LL,Y,6,CV,21.4,18.4,6.6,0.98,,,71.81,46.28,24.33,43.92,G,,,,9/25-9/30,0,,,0
5/30/17,,SW,LL,Y,9,CV,20.9,17.1,6.4,0.95,,,51.6,37.45,16.67,23.53,W,1.2618,1.7977,15.3698,,,,,0
5/30/17,,SW,LL,Y,10,CV,18.6,16.4,6.2,0.84,,,53.8,42.3,21.21,23.67,G,,,,9/25-9/30,2,,,0
5/30/17,,SW,LL,Y,12,CV,19.3,17,6.7,0.96,,,63.38,37.57,19.76,22.43,W,1.2848,1.9302,13.4885,,,,,0
5/30/17,,SW,LL,Y,13,CV,18.7,19.8,8.1,0.92,,,45.14,57,25.67,29.74,G,,,,9/25-9/30,2,,,0
5/30/17,,SW,LL,Y,17,CV,20.5,17.8,6.2,0.81,,,50.89,48.07,18.83,24.71,W,1.2675,1.7438,17.6001,,,,,0
5/30/17,,SW,LL,Y,18,CV,19.6,17.7,7.2,0.92,,,62.55,48.41,27.17,38.54,G,,,,9/25-9/30,2,,,0
5/31/17,,WA,HH,B,1,GD,116.8,46.2,40.1,119.5,,,117.25,46.72,40.25,118.53,G,,,,9/28-10/4,0,,,6
5/31/17,,WA,HH,B,2,MM,20,17.2,10.1,2.1,,,26.56,23.7,15.07,6.6,G,,,,9/28-10/4,0,,,6
5/31/17,,WA,HH,B,3,MM,20.5,17.8,10.5,2.23,,,25.77,22.11,14.2,5.62,W,1.1337,1.3714,3.2941,,,,,6
5/31/17,,WA,HH,B,4,CV,21.2,14.5,7.1,1.02,,DEAD,21.29,15.26,,,,,,,,,,,6
5/31/17,,WA,HH,B,5,CV,24.5,19.2,5.25,1.11,,DEAD,39.33,25.24,,,,,,,,,,,6
5/31/17,,WA,HH,B,6,GD,113.4,46.25,34.1,98.29,,,113.66,44.79,36.35,98.18,W,1.2822,3.1932,41.5192,,,,,6
5/31/17,,WA,HH,B,7,CV,22.9,18.3,6.2,1.08,,DEAD,21.6,18.6,,,,,,,,,,,6
5/31/17,,WA,HH,B,8,GD,107,43,39.5,78.82,,DEAD,106.1,44.57,,,,,,,,,,,6
5/31/17,,WA,HH,B,9,MM,18.5,15.9,8.95,1.67,,,26.75,25.04,15.31,6.84,G,,,,9/28-10/4,0,,,6
5/31/17,,WA,HH,B,10,CV,18.5,17.4,5.3,0.84,,DEAD,18.22,16.88,,,,,,,,,,,6
5/31/17,,WA,HH,B,11,GD,101.7,38.25,31,70.94,,,103.58,38.35,33.33,72.44,G,,,,9/28-10/4,0,,,6
5/31/17,,WA,HH,B,12,MM,18.7,16.9,9.2,1.92,,,25.9,23.88,15.02,6.2,W,1.1254,1.3535,3.7392,,,,,6
5/31/17,,WA,HH,B,13,GD,106.8,47.7,30.2,86.25,,,107.75,50.53,30.55,87.8,W,1.2675,2.8499,33.4532,,,,,6
5/31/17,,WA,HH,B,14,MM,20.6,18.5,10.3,2.42,,,27.36,24.01,15.38,6.96,G,,,,9/28-10/4,0,,,6
5/31/17,,WA,HH,B,15,GD,94,41,27.2,60.34,,,93.91,41.65,30.1,63.15,G,,,,9/28-10/4,0,,,6
5/31/17,,WA,HH,B,16,CV,19.6,16.9,5.1,0.76,,DEAD,29.37,24.72,,,,,,,,,,,6
5/31/17,,WA,HH,B,17,CV,19,18.2,5,0.89,,DEAD,19.34,18.24,,,,,,,,,,,6
5/31/17,,WA,HH,B,18,MM,20.25,18.3,10.2,2.33,,,23.78,22.89,14.04,5.39,W,1.1548,1.3395,4.5471,,,,,6
5/31/17,,WA,HH,P,1,CV,22.8,16.7,5.7,1.16,,DEAD,34.33,23.61,,,,,,,9/28-10/4,0,,,5
5/31/17,,WA,HH,P,2,GD,100.3,39.5,30.8,72.78,,,100.89,42.68,31.39,75.29,G,,,,9/28-10/4,0,,,5
5/31/17,,WA,HH,P,3,MM,20,7.35,16,1.96,,,27.76,24.59,16.1,7.51,G,1.2777,3.3707,31.5286,,,,,5
5/31/17,,WA,HH,P,4,GD,98.9,40.3,33.25,71.51,,,100.56,41.07,33.24,72.64,W,1.1418,1.4747,6.1562,,,,,5
5/31/17,,WA,HH,P,5,MM,20.4,18.2,10.5,1.43,,,30.8,28.24,17.26,10.04,W,,,,,,,,5
5/31/17,,WA,HH,P,6,CV,20.6,17.4,5.35,1.01,,DEAD,19.84,17.19,,,,,,,,,,,5
5/31/17,,WA,HH,P,7,MM,20,18.7,10.5,2.62,,,27.92,25.31,16,8.07,G,,,,9/28-10/4,0,,,5
5/31/17,,WA,HH,P,8,CV,13.4,13.3,4.9,0.67,,,38.53,30.22,11.34,6.49,G,,,,9/28-10/4,0.5,,,5
5/31/17,,WA,HH,P,9,GD,103,48.5,32.2,97.69,,,105.28,50.92,32.46,95.19,G,,,,9/28-10/4,0,,,5
5/31/17,,WA,HH,P,10,CV,24.3,16.7,5.9,1.3,,DEAD,22.86,17.01,,,,,,,,,,,5
5/31/17,,WA,HH,P,11,GD,93.8,41.25,30,59.99,,,97.41,43.43,27.57,58.99,W,1.2805,3.013,26.8101,,,,,5
5/31/17,,WA,HH,P,12,MM,22.05,19.5,10.9,2.9,,,27.97,26.52,17.4,8.79,W,1.1374,1.4582,5.2794,,,,,5
5/31/17,,WA,HH,P,13,CV,18.4,13.3,4.9,0.64,,,45.74,29.35,11.71,8.02,W,1.2944,1.5057,5.2988,,,,,5
5/31/17,,WA,HH,P,14,MM,20.2,18.6,10.8,2.44,,PREDATION,,,,,,,,,,,,,5
5/31/17,,WA,HH,P,15,MM,23.5,20.5,12,3.49,,,26.07,25.18,15.71,7.2,G,,,,9/28-10/4,0,,,5
5/31/17,,WA,HH,P,16,CV,22.8,19.25,5.9,1.28,,DEAD,22.01,18.95,,,,,,,,,,,5
5/31/17,,WA,HH,P,17,GD,97,37.5,27.3,61.86,,DEAD,99.1,40.11,,,,,,,,,,,5
5/31/17,,WA,HH,P,18,GD,103.85,40.5,28.4,64.26,,,104.09,44.33,29.26,65.18,G,,,,9/28-10/4,0,,,5
5/31/17,,WA,HH,R,1,CV,18.8,15.15,4.6,0.69,,DEAD,27.43,18.61,,,,,,,,,,,2
5/31/17,,WA,HH,R,2,MM,20.5,18,10.3,2.46,,DEAD,22.39,22.23,,,,,,,,,,,2
5/31/17,,WA,HH,R,3,MM,20,17.3,9.6,2.11,,,47.38,23.75,16.06,7.31,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,R,4,CV,21.3,20,5.75,1.14,,DEAD,21.26,19.37,,,,,,,,,,,2
5/31/17,,WA,HH,R,5,GD,103.1,37.5,29.65,75.92,,,102.64,39.14,29.29,74.82,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,R,6,GD,102,39.5,28.2,76.9,,DEAD,101.56,42.2,,,,,,,,,,,2
5/31/17,,WA,HH,R,7,CV,20.5,16.9,5.4,0.9,,DEAD,20.57,16.72,,,,,,,,,,,2
5/31/17,,WA,HH,R,8,MM,20.6,18.2,10.2,2.18,,,22.53,21.99,13.86,4.81,W,1.1325,1.3045,4.1531,,,,,2
5/31/17,,WA,HH,R,9,GD,91.5,41.6,29,57.43,,,92.47,42.59,29.29,56.49,W,1.2784,1.9422,21.5995,,,,,2
5/31/17,,WA,HH,R,10,MM,20.25,18.8,10.85,2.72,,PREDATION,,,,,,,,,,,,,2
5/31/17,,WA,HH,R,11,CV,22,17,6.3,1.06,,DEAD,29.34,19.56,,,,,,,,,,,2
5/31/17,,WA,HH,R,12,GD,112.7,39.2,31.8,86.44,,DEAD,112.45,41.32,,,,,,,,,,,2
5/31/17,,WA,HH,R,13,MM,24.5,21,12.1,3.9,,PREDATION,,,,,,,,,,,,,2
5/31/17,,WA,HH,R,14,CV,21.3,17.9,5.2,0.96,,DEAD,29.03,20.31,,,,,,,,,,,2
5/31/17,,WA,HH,R,15,MM,22.2,19.4,10,2.74,,MISSING,,,,,,,,,,,,,2
5/31/17,,WA,HH,R,16,CV,20.2,15.6,5.5,0.86,,DEAD,27.26,22.44,,,,,,,,,,,2
5/31/17,,WA,HH,R,17,GD,97.4,39.3,28.5,63.54,,,99.79,39.2,30.03,63.31,,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,R,18,GD,115.1,41.2,35.5,99.15,,,115.65,45.04,36.07,98.35,W,1.2817,3.2523,42.2187,,,,,2
5/31/17,,WA,HH,Y,1,GD,104.85,41.3,,,,,105.22,42.08,31.87,80.71,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,Y,2,CV,22.6,15,,,,,34.5,25.75,9.44,4.45,G,,,,9/28-10/4,1,,,2
5/31/17,,WA,HH,Y,3,GD,114.2,45.5,,,,,114.13,49.4,35.98,100.27,W,1.2856,3.4998,44.4593,,,,,2
5/31/17,,WA,HH,Y,4,MM,19.3,,,,,MISSING,,,,,,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,Y,5,CV,19.45,17.8,,,,DEAD,18.98,16.04,,,,,,,,,,,2
5/31/17,,WA,HH,Y,6,MM,20.65,,,,,MISSING,,,,,,,,,,,,,2
5/31/17,,WA,HH,Y,7,CV,17.2,16,,,,,19.78,19.43,8.39,1.74,W,1.1463,1.1776,1.1653,,,,,2
5/31/17,,WA,HH,Y,8,GD,100,41.5,,,,,103.63,41.09,32,74.72,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,Y,9,MM,19.55,,,,,,24.43,22.74,13.72,5.14,W,1.1486,1.3282,3.0405,,,,,2
5/31/17,,WA,HH,Y,10,MM,22.3,,,,,DEAD,23.13,21.53,,,,,,,,,,,2
5/31/17,,WA,HH,Y,11,CV,22.4,17,,,,,28.51,33.68,9.51,4.96,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,Y,12,GD,104.5,40,,,,,105.75,41.29,29.05,72.95,W,1.2906,3.3711,31.2496,,,,,2
5/31/17,,WA,HH,Y,13,MM,20.75,,,,,,23.8,21.42,12.5,4.53,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,Y,14,GD,94.8,38.7,,,,,96.89,39.84,29.91,69.64,G,,,,9/28-10/4,0,,,2
5/31/17,,WA,HH,Y,15,CV,18.45,,,,,DEAD,18.43,15.93,,,,,,,,,,,2
5/31/17,,WA,HH,Y,16,GD,118.25,41.05,,,,,110.3,44.73,33.58,89.06,W,1.2805,3.3626,34.9704,,,,,2
5/31/17,,WA,HH,Y,17,MM,19.6,,,,,DEAD,18.98,16.04,,,,,,,,,,,2
5/31/17,,WA,HH,Y,18,CV,20.8,17.2,,,,DEAD,29,26.32,,,,,,,,,,,2
5/31/17,,WA,HL,B,1,CV,22,17.5,6,1.22,,DEAD,31.58,21.29,,,,,,,,,,,0
5/31/17,,WA,HL,B,2,CV,25.8,17.9,6.8,1.43,,,56.38,38.58,16.35,16.22,G,,,,9/27-10/4,0,1,,0
5/31/17,,WA,HL,B,3,CV,23.3,17,5.5,1.05,,DEAD,29.58,21.21,,,,,,,,,,,0
5/31/17,,WA,HL,B,4,CV,20.35,22.3,6.3,1.28,,DEAD,20.53,21.18,,,,,,,,,,,0
5/31/17,,WA,HL,B,5,CV,17.6,18.3,4.9,0.79,,,37.56,34.53,13.78,9.95,W,1.1418,1.3471,5.9684,,,1,,0
5/31/17,,WA,HL,B,6,CV,25.3,19.5,5.8,1.27,,DEAD,22.69,20,,,,,,,,,,,0
5/31/17,,WA,HL,B,7,CV,23.5,20.9,6.5,1.42,,,52.11,41.96,16.7,18.73,G,,,,9/27-10/4,0,,,0
5/31/17,,WA,HL,B,8,CV,24,19.1,7,1.32,,DEAD,39.38,26.8,,,,,,,,,,,0
5/31/17,,WA,HL,B,9,CV,22.8,20,5.9,1.24,,,40.49,42.82,13.7,2.04,W,1.1294,1.3942,7.6703,7.0232,,,,0
5/31/17,,WA,HL,B,10,CV,24,13.2,7.8,0.81,,DEAD,33.46,23.09,,,,,,,,,,,0
5/31/17,,WA,HL,B,11,CV,20.45,16.3,6.7,0.93,,DEAD,25.41,19.52,,,,,,,,,,,0
5/31/17,,WA,HL,B,12,CV,22.4,17.2,5.3,1.15,,DEAD,34.47,28.42,,,,,,,,,,,0
5/31/17,,WA,HL,B,13,CV,23.3,15.1,7,0.97,,DEAD,20.34,18.3,,,,,,,,,,,0
5/31/17,,WA,HL,B,14,CV,22.5,17.2,6.2,1.14,,,42.15,37.89,14.98,11.38,W,1.2867,1.6017,7.8294,,,,,0
5/31/17,,WA,HL,B,15,CV,20.9,15.1,5.3,0.88,,DEAD,29.68,19.56,,,,,,,,,,,0
5/31/17,,WA,HL,B,16,CV,25.3,19.3,7.25,1.54,,DEAD,24.39,19.57,,,,,,,,,,,0
5/31/17,,WA,HL,B,17,CV,22.5,19.5,7,1.19,,,36.46,35.74,13.72,9.79,G,,,,9/27-10/4,0,,,0
5/31/17,,WA,HL,B,18,CV,18.1,15.9,5.9,0.83,,DEAD,29.42,31.7,,,,,,,,,,,0
5/31/17,,WA,HL,P,1,CV,25.5,15.7,7.2,1.37,,,54.16,29.24,10.3,9.95,G,,,,9/29-10/5,0,1,EMACIATED,0
5/31/17,,WA,HL,P,2,CV,22.5,16.5,5.4,0.98,,,43.04,34.6,13.49,10.39,W,1.2881,1.4748,5.8011,,,1,,0
5/31/17,,WA,HL,P,3,CV,22.9,19,6.8,1.03,,,43.12,29,11.73,7.31,G,,,,9/29-10/5,0,1,,0
5/31/17,,WA,HL,P,4,CV,18.2,16.7,5.5,0.86,,DEAD,17.81,16.02,,,,,,,,,,,0
5/31/17,,WA,HL,P,5,CV,20.5,17.7,6.85,0.88,,,47.62,25.66,12.61,8.71,W,1.2877,1.514,5.557,,,,,0
5/31/17,,WA,HL,P,6,CV,18.8,17.5,6.2,0.92,,DEAD,16.75,16.99,,,,,,,,,,,0
5/31/17,,WA,HL,P,7,CV,19,16.5,5.85,0.83,,,35.64,29.8,12.39,5.88,G,,,,9/29-10/5,0,,EMACIATED,0
5/31/17,,WA,HL,P,8,CV,23.1,17,6.3,1.08,,,50.94,34.39,13.47,12.89,W,1.2866,1.5656,8.2985,,,,,0
5/31/17,,WA,HL,P,9,CV,17.3,14,4.5,0.55,,,30.42,23.79,11.08,5.25,G,,,,9/29-10/5,0,,,0
5/31/17,,WA,HL,P,10,CV,24.8,15.85,5.8,1.32,,DEAD,26.89,29.54,,,,,,,,,,,0
5/31/17,,WA,HL,P,11,CV,18.5,15.4,5.2,0.77,,DEAD,34.41,33.66,,,,,,,,,,,0
5/31/17,,WA,HL,P,12,CV,22.55,17.4,6.8,1.04,,,51.42,43.18,16.92,15.8,W,1.2941,1.721,9.8245,,,,,0
5/31/17,,WA,HL,P,13,CV,20,13.6,8.5,0.93,,DEAD,19.49,13.03,,,,,,,,,,,0
5/31/17,,WA,HL,P,14,CV,18.4,15.5,5.2,0.71,,DEAD,31.88,26.65,,,,,,,,,,,0
5/31/17,,WA,HL,P,15,CV,18.4,17.7,5.8,0.93,,,43.97,36.28,15.09,12.77,G,,,,9/29-10/5,0,1,,0
5/31/17,,WA,HL,P,16,CV,22.4,18,5.35,1.04,,DEAD,24.03,18.45,,,,,,,,,,,0
5/31/17,,WA,HL,P,17,CV,22.5,16.3,7.8,1.04,,,42.18,34.45,13.24,9.12,W,1.2871,1.4713,5.2913,,,,,0
5/31/17,,WA,HL,P,18,CV,19.6,14.8,5.9,0.86,,DEAD,33.82,24.72,,,,,,,,,,,0
5/31/17,,WA,HL,R,1,CV,23.2,19,5.8,1.08,,DEAD,37.55,29.29,,,,,,,,,,,0
5/31/17,,WA,HL,R,2,CV,19,14.1,6.6,1.12,,,31.01,21.57,11.66,4.59,G,,,,9/27-10/4,0,,,0
5/31/17,,WA,HL,R,3,CV,21.5,16.2,5.5,0.96,,DEAD,33.3,31.91,,,,,,,,,,,0
5/31/17,,WA,HL,R,4,CV,20.9,18,6.1,0.89,,,42.53,35.42,14.95,11.57,W,1.1519,1.4308,7.6217,,,1,,0
5/31/17,,WA,HL,R,5,CV,24.5,17.5,7.2,1.18,,DEAD,18.26,15.42,,,,,,,,,,,0
5/31/17,,WA,HL,R,6,CV,24.9,20.2,5.5,1.13,,DEAD,32.17,27.35,,,,,,,,,,,0
5/31/17,,WA,HL,R,7,CV,23.1,19.95,5.35,1.27,,DEAD,42.45,42.57,,,,,,,,,,,0
5/31/17,,WA,HL,R,8,CV,18.5,17.5,5.6,1.02,,DEAD,26.11,21.57,,,,,,,,,,,0
5/31/17,,WA,HL,R,9,CV,19.2,19.4,6.05,1.01,,DEAD,20.46,20.67,,,,,,,,,,,0
5/31/17,,WA,HL,R,10,CV,17,16.4,5.2,0.82,,DEAD,28.91,28.77,,,,,,,,,,,0
5/31/17,,WA,HL,R,11,CV,19.8,14.7,7.6,0.84,,DEAD,35.25,24.82,,,,,,,,,,,0
5/31/17,,WA,HL,R,12,CV,20.7,17,5.6,0.76,,DEAD,20.31,16.39,,,,,,,,,,,0
5/31/17,,WA,HL,R,13,CV,20.7,16.8,5.5,0.75,,,37.59,40.97,16.76,9.41,G,,,,9/27-10/4,0.5,,,0
5/31/17,,WA,HL,R,14,CV,21.8,16.2,6.2,1.03,,DEAD,16.52,16.31,,,,,,,,,,,0
5/31/17,,WA,HL,R,15,CV,18.9,17.5,5.4,0.84,,,44.79,37.8,15.38,13.46,W,1.1411,1.4556,8.3646,,,1,,0
5/31/17,,WA,HL,R,16,CV,20,15.6,5,0.88,,DEAD,35.1,29.71,,,,,,,,,,,0
5/31/17,,WA,HL,R,17,CV,19.5,15.3,5.8,0.78,,,28.28,27.2,10.75,4.42,G,,,,9/27-10/4,0,,EMACIATED,0
5/31/17,,WA,HL,R,18,CV,20.5,13,7,0.89,,DEAD,19.84,12.67,,,,,,,,,,,0
5/31/17,,WA,HL,Y,1,CV,21.8,13.6,5,0.82,,DEAD,35.81,22.45,,,,,,,,,,,0
5/31/17,,WA,HL,Y,2,CV,20.85,17.6,7,1.09,,DEAD,20.03,16.19,,,,,,,,,,,0
5/31/17,,WA,HL,Y,3,CV,23,21.5,5.8,1.34,,DEAD,20.91,21.3,,,,,,,,,,,0
5/31/17,,WA,HL,Y,4,CV,23.5,16.5,5.55,1.2,,DEAD,34.75,31.39,,,,,,,,,,,0
5/31/17,,WA,HL,Y,5,CV,24.8,18.3,5.2,1.15,,,39.11,24.82,9.66,4.62,W,1.2917,1.3813,12.8654,,,,,0
5/31/17,,WA,HL,Y,6,CV,23.1,19,5.5,1.22,,,24.77,30.66,8.99,3.28,G,,,,9/29-10/5,0,,,0
5/31/17,,WA,HL,Y,7,CV,24.8,19.4,6.3,1.06,,DEAD,26.67,26.28,,,,,,,,,,,0
5/31/17,,WA,HL,Y,8,CV,20.5,16.3,5.8,0.93,,DEAD,31.63,22.13,,,,,,,,,,,0
5/31/17,,WA,HL,Y,9,CV,22.5,19.2,5.5,1.1,,DEAD,21.02,18.98,,,,,,,,,,,0
5/31/17,,WA,HL,Y,10,CV,21.2,15.9,5.6,0.91,,DEAD,39.77,24.38,,,,,,,,,,,0
5/31/17,,WA,HL,Y,11,CV,22.2,19.2,6.6,1.19,,DEAD,21.22,18.3,,,,,,,,,,,0
5/31/17,,WA,HL,Y,12,CV,21.6,17.9,5.8,1.1,,,47.3,43.7,17.9,19.89,G,,,,9/29-10/5,0,,,0
5/31/17,,WA,HL,Y,13,CV,22.85,17.7,5.4,1.03,,DEAD,19.72,15.9,,,,,,,,,,,0
5/31/17,,WA,HL,Y,14,CV,19.1,16.85,5.2,0.85,,DEAD,33.28,26.01,,,,,,,,,,,0
5/31/17,,WA,HL,Y,15,CV,22.8,17.5,5.75,1.18,,,56.13,36.98,12.89,13.6,W,1.2867,1.5541,7.7578,,,,,0
5/31/17,,WA,HL,Y,16,CV,20.85,16.5,5.9,0.93,,DEAD,19.6,15.41,,,,,,,,,,,0
5/31/17,,WA,HL,Y,17,CV,22.5,17.45,5.5,0.99,,,39.91,32.46,9.86,6.06,W,1.3024,0.4548,4.1272,,,,,0
5/31/17,,WA,HL,Y,18,CV,19,14.9,5.4,0.7,,,49.63,32.78,9.96,8.46,G,,,,9/28-10/5,0,,,0
5/31/17,,WA,LH,B,1,GD,109.2,43.4,29.7,90.18,,,110.8,48.95,32.54,91.64,G,,,,9/28-10/4,0,,,1
5/31/17,,WA,LH,B,3,CV,25.2,18.2,6.8,1.34,,DEAD,35.36,22.16,,,,,,,,,,,1
5/31/17,,WA,LH,B,6,MM,20.5,18.2,10.7,2.59,,,25.45,22.57,15.17,6.33,G,,,,9/28-10/4,0,,,1
5/31/17,,WA,LH,B,7,MM,21.65,19.4,11.6,3.04,,PREDATION,,,,,,,,,,,,,1
5/31/17,,WA,LH,B,8,GD,115.8,47.25,36.1,108.86,,,115.52,50.06,36.48,110.43,W,1.2689,3.3079,47.283,,,,,1
5/31/17,,WA,LH,B,11,CV,20.3,17,5.75,0.9,,DEAD,31.02,19.84,,,,,,,,,,,1
5/31/17,,WA,LH,B,13,GD,102.4,39.4,28.3,69.64,,,103.35,40.25,29.49,71.36,G,,,,9/28-10/4,0,,,1
5/31/17,,WA,LH,B,16,MM,24.05,20.7,12.3,3.75,,PREDATION,,,,,,,,,,,,,1
